version,split,class_name,image_name,mse,psnr,ssim,used_blocks
v2_adaptive,train,glioma,Tr-gl_1182.jpg,0.0112457275390625,67.62092803632558,0.9998202860372714,4
v2_adaptive,train,glioma,Tr-gl_1183.jpg,0.005828857421875,70.474969285799,0.9999122476141334,4
v2_adaptive,train,glioma,Tr-gl_1184.jpg,0.0110015869140625,67.7162502677218,0.9997675408220584,2
v2_adaptive,train,glioma,Tr-gl_1185.jpg,0.009979248046875,68.13982543167343,0.9998917080323666,1
v2_adaptive,train,glioma,Tr-gl_1186.jpg,0.0077362060546875,69.24552332158274,0.9998620990374901,4
v2_adaptive,train,glioma,Tr-gl_1187.jpg,0.012115478515625,67.29739789064513,0.9997846410872411,6
v2_adaptive,train,glioma,Tr-gl_1188.jpg,0.008514404296875,68.82926092554031,0.9999188869733382,2
v2_adaptive,train,glioma,Tr-gl_1189.jpg,0.0097503662109375,68.2405943333321,0.9998367033398067,4
v2_adaptive,train,glioma,Tr-gl_119.jpg,0.0175018310546875,65.69996873590343,0.9997607522179435,5
v2_adaptive,train,glioma,Tr-gl_1190.jpg,0.0063934326171875,70.07346268525313,0.9999834222907357,0
v2_adaptive,train,glioma,Tr-gl_1191.jpg,0.0130615234375,66.97086526814456,0.999762789406575,3
v2_adaptive,train,glioma,Tr-gl_1192.jpg,0.0091705322265625,68.50685819488871,0.999907684700741,1
v2_adaptive,train,glioma,Tr-gl_1193.jpg,0.009857177734375,68.19327773496525,0.9999189384077198,1
v2_adaptive,train,glioma,Tr-gl_1194.jpg,0.00537109375,70.83017628013478,0.9999872987238614,0
v2_adaptive,train,glioma,Tr-gl_1195.jpg,0.0101318359375,68.07392212123591,0.9998510062357014,1
v2_adaptive,train,glioma,Tr-gl_1196.jpg,0.00537109375,70.83017628013478,0.9999541929818355,4
v2_adaptive,train,glioma,Tr-gl_1197.jpg,0.00750732421875,69.3759518872425,0.9999455977636759,1
v2_adaptive,train,glioma,Tr-gl_1198.jpg,0.008819580078125,68.6763245307108,0.9998614690507304,2
v2_adaptive,train,glioma,Tr-gl_1199.jpg,0.0232696533203125,64.46290447808805,0.9996377167051737,3
v2_adaptive,train,glioma,Tr-gl_12.jpg,0.0115509033203125,67.50464411991537,0.9998430128578076,2
v2_adaptive,train,glioma,Tr-gl_120.jpg,0.006561279296875,69.96091835912023,0.9999832793898606,0
v2_adaptive,train,glioma,Tr-gl_1200.jpg,0.0055999755859375,70.6489422723952,0.9999826847307902,0
v2_adaptive,train,glioma,Tr-gl_1201.jpg,0.0110321044921875,67.70421994197078,0.9998348355354187,1
v2_adaptive,train,glioma,Tr-gl_1202.jpg,0.0157623291015625,66.15459969971988,0.9995744639792791,2
v2_adaptive,train,glioma,Tr-gl_1203.jpg,0.0113372802734375,67.58571477731034,0.9998570938705904,2
v2_adaptive,train,glioma,Tr-gl_1204.jpg,0.013580322265625,66.80170284846697,0.9998106601290077,2
v2_adaptive,train,glioma,Tr-gl_1205.jpg,0.0052337646484375,70.9426617144884,0.9999439507670366,2
v2_adaptive,train,glioma,Tr-gl_1206.jpg,0.00433349609375,71.76241951444572,0.9999734832599466,1
v2_adaptive,train,glioma,Tr-gl_1207.jpg,0.022125244140625,64.68192289256635,0.99961396636887,3
v2_adaptive,train,glioma,Tr-gl_1208.jpg,0.0085906982421875,68.79051896640263,0.9998551218597733,5
v2_adaptive,train,glioma,Tr-gl_1209.jpg,0.0067596435546875,69.8315656526854,0.9999831581404874,0
v2_adaptive,train,glioma,Tr-gl_121.jpg,0.0056304931640625,70.62533925332549,0.9999288721131038,4
v2_adaptive,train,glioma,Tr-gl_1210.jpg,0.0181121826171875,65.55109572537019,0.9998926146333615,3
v2_adaptive,train,glioma,Tr-gl_1211.jpg,0.0102081298828125,68.04134173723786,0.9997839802233074,5
v2_adaptive,train,glioma,Tr-gl_1212.jpg,0.0136260986328125,66.78708832603063,0.9998215890910797,1
v2_adaptive,train,glioma,Tr-gl_1213.jpg,0.0066070556640625,69.93072395138243,0.9998397189333306,4
v2_adaptive,train,glioma,Tr-gl_1214.jpg,0.013031005859375,66.98102420802604,0.9997662184026784,6
v2_adaptive,train,glioma,Tr-gl_1215.jpg,0.013519287109375,66.82126569604559,0.9998144852237434,2
v2_adaptive,train,glioma,Tr-gl_1216.jpg,0.0044708251953125,71.626926711375,0.9999834475745358,0
v2_adaptive,train,glioma,Tr-gl_1217.jpg,0.0031585693359375,73.13589946034692,0.9999802535909821,4
v2_adaptive,train,glioma,Tr-gl_1218.jpg,0.0272979736328125,63.76949950924236,0.9992684397297392,8
v2_adaptive,train,glioma,Tr-gl_1219.jpg,0.0107879638671875,67.8014087769471,0.9998216055251141,4
v2_adaptive,train,glioma,Tr-gl_122.jpg,0.0098114013671875,68.21349318567387,0.9998456884157635,4
v2_adaptive,train,glioma,Tr-gl_1220.jpg,0.0050201416015625,71.12364393541635,0.999971859115885,1
v2_adaptive,train,glioma,Tr-gl_1221.jpg,0.008331298828125,68.92367648786872,0.9999128552796422,2
v2_adaptive,train,glioma,Tr-gl_1222.jpg,0.0038299560546875,72.29886570010572,0.999946922300818,4
